,single,not_single,nyt_id,
14447,0.729345346,0.270654654,4fc048dc45c1498b0d223a8e,
9512,0.729298154,0.270701846,4fc04e6f45c1498b0d23c2b8,
15226,0.729290452,0.270709548,4fc0647f45c1498b0d29fa11,
4923,0.729171864,0.270828136,4fc06dd145c1498b0d2cc541,
1492,0.729104979,0.270895021,4fc05f5545c1498b0d286e59,
17475,0.729096596,0.270903404,4fc0502445c1498b0d243521,
9276,0.729085867,0.270914133,4fc096ef45c1498b0d38e37c,
838,0.728932343,0.271067657,4fc04b3345c1498b0d22e183,
4903,0.728913314,0.271086686,4fc04e7945c1498b0d23caba,
5876,0.728857619,0.271142381,4fc0853d45c1498b0d33c154,
12916,0.728814295,0.271185705,4fc05c7045c1498b0d27a828,
1468,0.728799037,0.271200963,4fc0635645c1498b0d29a4db,
11699,0.728724437,0.271275563,4fc053d445c1498b0d254347,
13888,0.728710624,0.271289376,4fc0581945c1498b0d26744c,
6002,0.728663335,0.271336665,4fc092ac45c1498b0d37a14d,
16631,0.728657577,0.271342423,4fc0660245c1498b0d2a6999,
14187,0.728652832,0.271347168,4fc08ca845c1498b0d35e313,
10188,0.728623374,0.271376626,4fc058c245c1498b0d269f32,
4510,0.728517294,0.271482706,4fc087a945c1498b0d34683f,
7038,0.728505187,0.271494813,4fc0924045c1498b0d378426,
2652,0.728453692,0.271546308,4fc0460345c1498b0d216ddb,
10993,0.728400461,0.271599539,4fc0795c45c1498b0d305915,
11302,0.728275298,0.271724702,4fc0597b45c1498b0d26d25b,
16673,0.728270782,0.271729218,4fc0624745c1498b0d295aa4,
9964,0.728265433,0.271734567,4fc07e7245c1498b0d31e2f5,
15523,0.72826328,0.27173672,4fc0a40645c1498b0d3ca93f,
7974,0.728246246,0.271753754,4fc07fc745c1498b0d324c2a,
4751,0.728234373,0.271765627,4fc054cc45c1498b0d25883a,
5407,0.728230372,0.271769628,4fc0aa1445c1498b0d3e7900,
6630,0.728220855,0.271779145,4fc0903845c1498b0d36eaf8,
6528,0.728214282,0.271785718,4fc06b5e45c1498b0d2bf9d0,
2083,0.728104602,0.271895398,4fc0992145c1498b0d399972,
8165,0.728085577,0.271914423,4fc066e445c1498b0d2ab41f,
16667,0.728072945,0.271927055,4fc05ca745c1498b0d27b67d,
11824,0.728004782,0.271995218,4fc0aec645c1498b0d3fd2ab,
4240,0.727962055,0.272037945,4fc0907445c1498b0d36fd3c,
16030,0.727901286,0.272098714,4fc0605845c1498b0d28bfd8,
1286,0.727846888,0.272153112,4fc0647f45c1498b0d29fa1c,
14152,0.727638122,0.272361878,4fc07d9945c1498b0d319f8e,
16041,0.727632183,0.272367817,4fc0934c45c1498b0d37d374,
11759,0.727632089,0.272367911,4fc07a3645c1498b0d309db1,
8802,0.727609876,0.272390124,4fc087e845c1498b0d34794b,
10088,0.727593244,0.272406756,4fc08fc645c1498b0d36ce29,
17480,0.727507769,0.272492231,4fc0923c45c1498b0d377d6e,
402,0.727507143,0.272492857,4fc0687545c1498b0d2b1ef5,
12421,0.727498052,0.272501948,4fc087ea45c1498b0d347b4a,
5347,0.727478493,0.272521507,4fc061d845c1498b0d2934ce,
3396,0.727460912,0.272539088,4fc07ac945c1498b0d30c44b,
17089,0.727415712,0.272584288,4fc0aec345c1498b0d3fcf38,
13235,0.727412299,0.272587701,4fc0819745c1498b0d32caef,
6445,0.727403639,0.272596361,4fc0723245c1498b0d2e2861,
5136,0.727379907,0.272620093,4fc073d445c1498b0d2eba15,
17130,0.727363092,0.272636908,4fc068e545c1498b0d2b4527,
13148,0.727328889,0.272671111,4fc0545745c1498b0d256d3d,
8653,0.727230573,0.272769427,4fc08cdc45c1498b0d35f31a,
1042,0.72721002,0.27278998,4fc07fc545c1498b0d3249fd,
17188,0.727206672,0.272793328,4fc0942f45c1498b0d381671,
17233,0.727201565,0.272798435,4fc0894045c1498b0d34db70,
19025,0.727132032,0.272867968,4fc0964d45c1498b0d38bae2,
7911,0.727094332,0.272905668,4fc05bfc45c1498b0d278767,
6566,0.727045589,0.272954411,4fc08e5c45c1498b0d36655e,
16814,0.727029916,0.272970084,4fc0553e45c1498b0d25a79b,
18144,0.726971151,0.273028849,4fc0795845c1498b0d3053d2,
11125,0.726958407,0.273041593,4fc05f5745c1498b0d287084,
19408,0.726954541,0.273045459,4fc08ffb45c1498b0d36d6c5,
18162,0.726919678,0.273080322,4fc0aa1445c1498b0d3e7969,
17639,0.7268555,0.2731445,4fc0572945c1498b0d26304e,
9803,0.726818278,0.273181722,4fc0624345c1498b0d29554a,
7789,0.726744394,0.273255606,4fc0858145c1498b0d33d93f,
11084,0.726679838,0.273320162,4fc0b77445c1498b0d426bce,
16324,0.726647932,0.273352068,4fc07da345c1498b0d31a7ea,
14805,0.726592778,0.273407222,4fc0663a45c1498b0d2a7bf7,
18897,0.726571857,0.273428143,4fc0723745c1498b0d2e311b,
18256,0.72655648,0.27344352,4fc0613045c1498b0d290355,
9986,0.726536604,0.273463396,4fc05e0545c1498b0d281bcb,
12094,0.726528591,0.273471409,4fc0528345c1498b0d24e9d3,
6574,0.72642572,0.27357428,4fc047c245c1498b0d21f0cb,
2878,0.726420721,0.273579279,4fc04b7145c1498b0d22f800,
11857,0.726400979,0.273599021,4fc07f4145c1498b0d322173,
18269,0.726277731,0.273722269,4fc0647c45c1498b0d29f42c,
2851,0.726276646,0.273723354,4fc0b83845c1498b0d4295a4,
9946,0.726268357,0.273731643,4fc06c0445c1498b0d2c318f,
7126,0.726255693,0.273744307,4fc0540d45c1498b0d254f6c,
8583,0.726230983,0.273769017,4fc05fff45c1498b0d28a43f,
16248,0.726213009,0.273786991,4fc058c245c1498b0d26a00e,
15607,0.726201969,0.273798031,4fc094c845c1498b0d384050,
14633,0.726085898,0.273914102,4fc0691345c1498b0d2b5020,
3469,0.726065722,0.273934278,4fc04a8845c1498b0d22b7e1,
16933,0.726055585,0.273944415,4fc06a5245c1498b0d2bb395,
8400,0.726034429,0.273965571,4fc0679845c1498b0d2ae1bc,
6075,0.725938049,0.274061951,4fc0849b45c1498b0d3392b1,
13277,0.725916697,0.274083303,4fc0624745c1498b0d295b2d,
17964,0.725905449,0.274094551,4fc06b5a45c1498b0d2bf502,
9877,0.725785849,0.274214151,4fc0616f45c1498b0d2917c4,
8596,0.725743128,0.274256872,4fc06af245c1498b0d2bd720,
8171,0.725711084,0.274288916,4fc091c745c1498b0d375c20,
12321,0.725642362,0.274357638,4fc05bc745c1498b0d277f0c,
19153,0.725599205,0.274400795,4fc09d8145c1498b0d3abb70,
19410,0.725594915,0.274405085,4fc092a945c1498b0d379d39,
10900,0.725567482,0.274432518,4fc04a1a45c1498b0d2294da,
17754,0.725566435,0.274433565,4fc05add45c1498b0d273b14,
12461,0.725491846,0.274508154,4fc04d8d45c1498b0d238b6f,
7361,0.725488274,0.274511726,4fc05e0c45c1498b0d2825db,
11222,0.725409717,0.274590283,4fc07a9c45c1498b0d30bdbd,
5902,0.725339505,0.274660495,4fc04c6345c1498b0d233c25,
873,0.725302501,0.274697499,4fc08f8045c1498b0d36b9a7,
2116,0.725216852,0.274783148,4fc0663d45c1498b0d2a8047,
6297,0.72514539,0.27485461,4fc0991b45c1498b0d39900c,
2208,0.725002047,0.274997953,4fc0776545c1498b0d2fc6fd,
4098,0.724959654,0.275040346,4fc04fe245c1498b0d242760,
1534,0.724915871,0.275084129,4fc04dfb45c1498b0d23a2da,
17606,0.724866205,0.275133795,4fc083b545c1498b0d33567f,
12378,0.724859245,0.275140755,4fc07ed645c1498b0d3201fb,
10825,0.724837564,0.275162436,4fc05ce745c1498b0d27d102,
12785,0.724812927,0.275187073,4fc05b1545c1498b0d27427a,
1316,0.724768323,0.275231677,4fc0594345c1498b0d26c63d,
4202,0.724755491,0.275244509,4fc05d9745c1498b0d28055e,
11790,0.724742638,0.275257362,4fc09d0a45c1498b0d3a9e83,
8026,0.724677078,0.275322922,4fc06c2c45c1498b0d2c36ca,
14413,0.724634002,0.275365998,4fc06b8e45c1498b0d2c0510,
5198,0.724561292,0.275438708,4fc0509445c1498b0d245331,
14678,0.724560508,0.275439492,4fc0907445c1498b0d36fd4b,
10987,0.724552435,0.275447565,4fc05fd045c1498b0d289c48,
4405,0.724347201,0.275652799,4fc04a8745c1498b0d22b693,
7185,0.724252233,0.275747767,4fc0627245c1498b0d29631b,
8103,0.724244501,0.275755499,4fc067cd45c1498b0d2af03a,
7721,0.724213137,0.275786863,4fc0849c45c1498b0d33942e,
9222,0.724186555,0.275813445,4fc0502345c1498b0d243366,
11535,0.724186162,0.275813838,4fc0548a45c1498b0d257141,
7352,0.724087616,0.275912384,4fc0991b45c1498b0d399010,
9045,0.724071887,0.275928113,4fc05b1645c1498b0d27448b,
528,0.72397778,0.27602222,4fc0659145c1498b0d2a4a86,
17877,0.723948779,0.276051221,4fc0597645c1498b0d26ceed,
8019,0.723947551,0.276052449,4fc047bb45c1498b0d21e55c,
6120,0.723923224,0.276076776,4fc06e0645c1498b0d2cd427,
16118,0.723887997,0.276112003,4fc050d745c1498b0d24721e,
17840,0.72387852,0.27612148,4fc0987345c1498b0d395c0d,
2612,0.723834123,0.276165877,4fc0460345c1498b0d216e14,
7526,0.723804822,0.276195178,4fc0524845c1498b0d24d6d9,
17117,0.723786216,0.276213784,4fc0475245c1498b0d21d0e2,
13650,0.723778275,0.276221725,4fc06b5b45c1498b0d2bf634,
8799,0.723758332,0.276241668,4fc07a9e45c1498b0d30c22e,
15992,0.723612065,0.276387935,4fc0987945c1498b0d396564,
6037,0.723542662,0.276457338,4fc05b1845c1498b0d2746b4,
19166,0.723514583,0.276485417,4fc04fe245c1498b0d242766,
13474,0.723472876,0.276527124,4fc04b3645c1498b0d22e746,
18474,0.723470281,0.276529719,4fc0897845c1498b0d34eed3,
7546,0.723446374,0.276553626,4fc06e6b45c1498b0d2cf552,
17181,0.723422182,0.276577818,4fc074cf45c1498b0d2f09b0,
3832,0.723384949,0.276615051,4fc057a145c1498b0d26527b,
18117,0.723346968,0.276653032,4fc05b4e45c1498b0d274fa2,
9221,0.723315107,0.276684893,4fc050d845c1498b0d247313,
7917,0.72331205,0.27668795,4fc07b7245c1498b0d3102eb,
11571,0.723299073,0.276700927,4fc08f0645c1498b0d36997d,
11402,0.723279614,0.276720386,4fc052ec45c1498b0d24fd3d,
17250,0.723249436,0.276750564,4fc081d945c1498b0d32e310,
18039,0.723220552,0.276779448,4fc09d0945c1498b0d3a9d63,
10758,0.723194482,0.276805518,4fc0581c45c1498b0d267875,
18272,0.723192653,0.276807347,4fc08c0845c1498b0d35afc0,
17023,0.723187022,0.276812978,4fc0694d45c1498b0d2b5f0d,
6253,0.723060906,0.276939094,4fc04fac45c1498b0d24204d,
18410,0.722972668,0.277027332,4fc06a1f45c1498b0d2ba149,
1559,0.722946359,0.277053641,4fc06fa645c1498b0d2d5e0a,
10045,0.722945798,0.277054202,4fc04a8645c1498b0d22b5a7,
5442,0.722943532,0.277056468,4fc09d7c45c1498b0d3ab615,
19163,0.722918852,0.277081148,4fc0541345c1498b0d2557dc,
11904,0.722870121,0.277129879,4fc091cf45c1498b0d375fd2,
6739,0.722805313,0.277194687,4fc067ce45c1498b0d2af13a,
1361,0.722780003,0.277219997,4fc0987745c1498b0d39620a,
931,0.722763506,0.277236494,4fc0700245c1498b0d2d73bb,
12868,0.72273526,0.27726474,4fc07ffc45c1498b0d3256d0,
6532,0.722732877,0.277267123,4fc054c545c1498b0d2581d9,
7141,0.722698082,0.277301918,4fc07f8645c1498b0d323999,
585,0.72269398,0.27730602,4fc080b645c1498b0d328db5,
9550,0.722692896,0.277307104,4fc0647c45c1498b0d29f3a5,
3913,0.722691772,0.277308228,4fc0779c45c1498b0d2fd96a,
1454,0.722654669,0.277345331,4fc0548b45c1498b0d257328,
11843,0.722609859,0.277390141,4fc081d545c1498b0d32dfea,
3380,0.722540466,0.277459534,4fc0749d45c1498b0d2ef8d5,
14887,0.722513759,0.277486241,4fc062a845c1498b0d29755e,
5203,0.722442054,0.277557946,4fc0938845c1498b0d37def9,
5225,0.722405661,0.277594339,4fc05bfa45c1498b0d27834d,
9554,0.722356866,0.277643134,4fc05b5245c1498b0d275634,
18520,0.722316498,0.277683502,4fc05c7245c1498b0d27aaf0,
10861,0.722227548,0.277772452,4fc05bc745c1498b0d277f8a,
4866,0.722221064,0.277778936,4fc0602e45c1498b0d28b4e9,
166,0.722205348,0.277794652,4fc0717545c1498b0d2df442,
8691,0.722188473,0.277811527,4fc05d1f45c1498b0d27de5e,
6979,0.722132413,0.277867587,4fc0795a45c1498b0d3056e8,
3836,0.72212096,0.27787904,4fc0644445c1498b0d29e6af,
4441,0.722115167,0.277884833,4fc04dfb45c1498b0d23a2d4,
1277,0.722064074,0.277935926,4fc052f145c1498b0d2504e9,
1716,0.722053817,0.277946183,4fc0528245c1498b0d24e910,
5469,0.722035222,0.277964778,4fc0585345c1498b0d2682ac,
13396,0.722020613,0.277979387,4fc04fab45c1498b0d241eaf,
15138,0.721985299,0.278014701,4fc0b18d45c1498b0d40a517,
19272,0.721904536,0.278095464,4fc04a7e45c1498b0d22a7c9,
15431,0.721851976,0.278148024,4fc060cd45c1498b0d28e9f7,
5104,0.721843584,0.278156416,4fc07a3845c1498b0d309fc8,
3203,0.72180226,0.27819774,4fc093f545c1498b0d37fede,
14664,0.721761319,0.278238681,4fc05b8945c1498b0d276265,
5721,0.721601877,0.278398123,4fc062e345c1498b0d298f26,
448,0.721588486,0.278411514,4fc083f245c1498b0d33663a,
3489,0.72154636,0.27845364,4fc0558645c1498b0d25bd29,
2021,0.721522015,0.278477985,4fc087ea45c1498b0d347b80,
342,0.721456497,0.278543503,4fc054c845c1498b0d2585b7,
15960,0.721451601,0.278548399,4fc0658f45c1498b0d2a464f,
2157,0.721437383,0.278562617,4fc05c3445c1498b0d27975a,
12728,0.721431629,0.278568371,4fc0474945c1498b0d21c2f4,
15163,0.721402657,0.278597343,4fc08c0a45c1498b0d35b451,
13893,0.721342889,0.278657111,4fc0746e45c1498b0d2ef024,
1342,0.721336108,0.278663892,4fc0576245c1498b0d263c88,
12212,0.721260843,0.278739157,4fc04fab45c1498b0d241e65,
8466,0.721202444,0.278797556,4fc0602e45c1498b0d28b4ea,
11651,0.721200246,0.278799754,4fc0865f45c1498b0d341caf,
5120,0.721114261,0.278885739,4fc06c2c45c1498b0d2c379a,
12965,0.720997195,0.279002805,4fc0590445c1498b0d26b246,
7221,0.720972511,0.279027489,4fc0487245c1498b0d222431,
2715,0.720880755,0.279119245,4fc0723245c1498b0d2e2919,
15214,0.720801481,0.279198519,4fc0487245c1498b0d222403,
7310,0.720698257,0.279301743,4fc049dd45c1498b0d227b2c,
479,0.720580744,0.279419256,4fc0b87845c1498b0d42ab23,
13687,0.720386255,0.279613745,4fc08db945c1498b0d363608,
14596,0.720383379,0.279616621,4fc057e145c1498b0d266824,
16392,0.720353345,0.279646655,4fc08a5445c1498b0d3530ce,
1748,0.720349111,0.279650889,4fc0549645c1498b0d257d4f,
12227,0.720329233,0.279670767,4fc089eb45c1498b0d351408,
1296,0.720259191,0.279740809,4fc06a8845c1498b0d2bc222,
11580,0.720188026,0.279811974,4fc05bfa45c1498b0d278353,
2107,0.720184244,0.279815756,4fc0624645c1498b0d295a60,
17526,0.72005959,0.27994041,4fc078bb45c1498b0d302e68,
9590,0.719974819,0.280025181,4fc08a1945c1498b0d3516b1,
11727,0.719918856,0.280081144,4fc0502745c1498b0d243a30,
12419,0.719890292,0.280109708,4fc0687745c1498b0d2b21a0,
7472,0.719888583,0.280111417,4fc07d9a45c1498b0d31a190,
332,0.719884204,0.280115796,4fc05b1345c1498b0d273e4c,
11140,0.719862327,0.280137673,4fc0545645c1498b0d256bd4,
10398,0.719861302,0.280138698,4fc088cb45c1498b0d34bc31,
9454,0.719861215,0.280138785,4fc082b345c1498b0d331780,
7076,0.719775158,0.280224842,4fc0716d45c1498b0d2deae7,
2736,0.719725696,0.280274304,4fc093fa45c1498b0d380504,
16806,0.719720577,0.280279423,4fc0987745c1498b0d396219,
11710,0.719713591,0.280286409,4fc0502745c1498b0d243a1f,
17615,0.719701018,0.280298982,4fc098e345c1498b0d3984e2,
18030,0.719666576,0.280333424,4fc0792545c1498b0d304bec,
15745,0.719593212,0.280406788,4fc0862445c1498b0d3407fb,
14864,0.719520816,0.280479184,4fc0832745c1498b0d33294c,
336,0.719497898,0.280502102,4fc04fa845c1498b0d241a1e,
7068,0.719444239,0.280555761,4fc0739e45c1498b0d2ea69b,
7660,0.719314361,0.280685639,4fc05d1b45c1498b0d27d7a4,
12172,0.719244811,0.280755189,4fc053d245c1498b0d253fa7,
4187,0.719234874,0.280765126,4fc048df45c1498b0d224119,
11939,0.719156408,0.280843592,4fc05bc945c1498b0d27812c,
5243,0.719069999,0.280930001,4fc04bf445c1498b0d231d48,
16078,0.71899335,0.28100665,4fc09a7c45c1498b0d39f295,
10421,0.718991039,0.281008961,4fc04d0b45c1498b0d2364d7,
17665,0.718944564,0.281055436,4fc0964d45c1498b0d38bb6c,
8943,0.718896255,0.281103745,4fc0612f45c1498b0d290293,
15098,0.718893637,0.281106363,4fc055c845c1498b0d25d112,
19110,0.718855855,0.281144145,4fc0647d45c1498b0d29f67a,
74,0.718794977,0.281205023,4fc0560145c1498b0d25ddb2,
14310,0.718783729,0.281216271,4fc081d545c1498b0d32e072,
2272,0.718695426,0.281304574,4fc0474b45c1498b0d21c541,
11950,0.718664966,0.281335034,4fc0474b45c1498b0d21c663,
6942,0.718622867,0.281377133,4fc093bf45c1498b0d37f145,
4863,0.718590181,0.281409819,4fc09bac45c1498b0d3a4ff3,
5783,0.718577672,0.281422328,4fc07ce845c1498b0d316e0e,
1500,0.71854544,0.28145456,4fc0b6af45c1498b0d4234f3,
10532,0.718540518,0.281459482,4fc0828445c1498b0d33129b,
17873,0.718536078,0.281463922,4fc04e0045c1498b0d23a61a,
5284,0.71853512,0.28146488,4fc07ffb45c1498b0d32562c,
16798,0.718478157,0.281521843,4fc04a4945c1498b0d229e01,
5632,0.718405336,0.281594664,4fc05f9445c1498b0d288a61,
17708,0.718392504,0.281607496,4fc062dc45c1498b0d298241,
6664,0.718356466,0.281643534,4fc0687745c1498b0d2b20e5,
18749,0.71831213,0.28168787,4fc0743245c1498b0d2ecf5e,
7847,0.718308371,0.281691629,4fc0624545c1498b0d295858,
4572,0.718300653,0.281699347,4fc05a2945c1498b0d26fe22,
18944,0.718295289,0.281704711,4fc05ad745c1498b0d272ffe,
6903,0.718229139,0.281770861,4fc09d4a45c1498b0d3ab159,
7435,0.718198443,0.281801557,4fc0b6b445c1498b0d423c45,
14672,0.718186211,0.281813789,4fc0659345c1498b0d2a4ee2,
1820,0.718113726,0.281886274,4fc07a6845c1498b0d30ad77,
5155,0.718106782,0.281893218,4fc04b7345c1498b0d22fa49,
1020,0.718052236,0.281947764,4fc06e3445c1498b0d2cdd3d,
12404,0.718035126,0.281964874,4fc0b83a45c1498b0d4297a3,
911,0.718031981,0.281968019,4fc0523f45c1498b0d24c93e,
2748,0.718028413,0.281971587,4fc0659245c1498b0d2a4ced,
3815,0.718007279,0.281992721,4fc0463445c1498b0d2172f7,
4322,0.717997362,0.282002638,4fc0644745c1498b0d29eb9f,
8484,0.717992859,0.282007141,4fc09bab45c1498b0d3a4f1f,
15139,0.717934464,0.282065536,4fc0938845c1498b0d37de16,
842,0.717801064,0.282198936,4fc07b3f45c1498b0d30ed16,
6954,0.717752367,0.282247633,4fc0463245c1498b0d216e87,
486,0.717723871,0.282276129,4fc05b8945c1498b0d2761ba,
2003,0.717715248,0.282284752,4fc061d745c1498b0d2932ab,
4517,0.71768449,0.28231551,4fc084c545c1498b0d339997,
4021,0.717679618,0.282320382,4fc0550c45c1498b0d259ed0,
17118,0.717663513,0.282336487,4fc0803a45c1498b0d326b6c,
7479,0.717639582,0.282360418,4fc04e7b45c1498b0d23ce62,
647,0.717613237,0.282386763,4fc06b5e45c1498b0d2bf9d7,
495,0.717596921,0.282403079,4fc07c1b45c1498b0d3135b4,
8008,0.717589591,0.282410409,4fc05ee545c1498b0d284cf1,
14814,0.717490014,0.282509986,4fc04dff45c1498b0d23a395,
6915,0.717470584,0.282529416,4fc05ee845c1498b0d284ff6,
16165,0.717451963,0.282548037,4fc06bc945c1498b0d2c17d1,
1393,0.717421942,0.282578058,4fc08a5445c1498b0d3530d9,
7824,0.717410624,0.282589376,4fc0463545c1498b0d217500,
12588,0.717350548,0.282649452,4fc060fd45c1498b0d28f19c,
8050,0.717325744,0.282674256,4fc0889245c1498b0d34ab92,
4354,0.717130026,0.282869974,4fc09d0c45c1498b0d3aa091,
6809,0.717043403,0.282956597,4fc0624545c1498b0d295797,
8671,0.716967195,0.283032805,4fc05b1745c1498b0d2745b8,
7856,0.716953594,0.283046406,4fc0647c45c1498b0d29f42d,
8319,0.716868187,0.283131813,4fc093f745c1498b0d3801a3,
10539,0.716842671,0.283157329,4fc073d645c1498b0d2ebbca,
2062,0.716834223,0.283165777,4fc04a4645c1498b0d2298f4,
222,0.71681353,0.28318647,4fc0723545c1498b0d2e2d51,
9870,0.716634462,0.283365538,4fc04d8d45c1498b0d238b4c,
15177,0.716559155,0.283440845,4fc050d545c1498b0d247013,
16154,0.716491108,0.283508892,4fc0698445c1498b0d2b7ba3,
15125,0.71641182,0.28358818,4fc0b5a645c1498b0d41e797,
7428,0.716383967,0.283616033,4fc077d145c1498b0d2feb21,
10742,0.716335886,0.283664114,4fc0b6b145c1498b0d4237c6,
4251,0.716318268,0.283681732,4fc0597c45c1498b0d26d391,
8939,0.716237779,0.283762221,4fc0a40b45c1498b0d3caf6f,
10796,0.716229553,0.283770447,4fc091d145c1498b0d3763ea,
12795,0.716195116,0.283804884,4fc0846845c1498b0d338718,
10211,0.716180515,0.283819485,4fc091c745c1498b0d375bf1,
17332,0.716116255,0.283883745,4fc04c6345c1498b0d233c60,
13651,0.716113808,0.283886192,4fc05b1445c1498b0d2740a5,
13772,0.716096947,0.283903053,4fc07e7645c1498b0d31ea30,
15943,0.716055144,0.283944856,4fc07f1345c1498b0d321b7b,
11823,0.716031735,0.283968265,4fc07e0945c1498b0d31c647,
9921,0.716006077,0.283993923,4fc08a1745c1498b0d351483,
5278,0.715942865,0.284057135,4fc0502745c1498b0d243936,
1473,0.715878848,0.284121152,4fc0540d45c1498b0d254e84,
7282,0.715866571,0.284133429,4fc083b645c1498b0d3357e3,
9272,0.715844099,0.284155901,4fc0780545c1498b0d2ff49e,
2421,0.715841439,0.284158561,4fc09abf45c1498b0d3a0caf,
392,0.715836415,0.284163585,4fc0528245c1498b0d24e84b,
2081,0.715808136,0.284191864,4fc0a40645c1498b0d3ca8e3,
12739,0.715781053,0.284218947,4fc0912845c1498b0d372e9b,
3092,0.715693215,0.284306785,4fc04b3045c1498b0d22db75,
2808,0.715630881,0.284369119,4fc04a1b45c1498b0d22958b,
19045,0.715630582,0.284369418,4fc0663c45c1498b0d2a7f5c,
3575,0.715629401,0.284370599,4fc0539945c1498b0d253706,
12476,0.715595524,0.284404476,4fc055c745c1498b0d25d032,
3088,0.71558899,0.28441101,4fc049e045c1498b0d2280f5,
18379,0.71557716,0.28442284,4fc052f145c1498b0d2504e8,
11236,0.715564717,0.284435283,4fc0723545c1498b0d2e2db8,
11213,0.715444775,0.284555225,4fc09aba45c1498b0d3a0522,
16894,0.715374777,0.284625223,4fc062aa45c1498b0d2978f7,
4914,0.715339956,0.284660044,4fc08e6245c1498b0d366e32,
3472,0.715241506,0.284758494,4fc0b83d45c1498b0d429a68,
16908,0.715221287,0.284778713,4fc0865b45c1498b0d34176d,
63,0.71517641,0.28482359,4fc06a2245c1498b0d2ba66e,
6197,0.715092365,0.284907635,4fc0558845c1498b0d25bff6,
14426,0.714966366,0.285033634,4fc0518f45c1498b0d249d06,
9402,0.714951852,0.285048148,4fc0691345c1498b0d2b5184,
8211,0.714872917,0.285127083,4fc07ea145c1498b0d31f147,
6084,0.714836988,0.285163012,4fc099ca45c1498b0d39c295,
10019,0.714830834,0.285169166,4fc0474a45c1498b0d21c3be,
14718,0.714699107,0.285300893,4fc0687a45c1498b0d2b2673,
9522,0.714621692,0.285378308,4fc06b5c45c1498b0d2bf71e,
6604,0.714586722,0.285413278,4fc04faa45c1498b0d241d75,
9158,0.714420975,0.285579025,4fc057e145c1498b0d2668a5,
1270,0.714409639,0.285590361,4fc0694e45c1498b0d2b613c,
150,0.714398191,0.285601809,4fc0912c45c1498b0d37346e,
10994,0.714394257,0.285605743,4fc07fc445c1498b0d324909,
13454,0.714268889,0.285731111,4fc07d2345c1498b0d317ef4,
3535,0.714252357,0.285747643,4fc055c545c1498b0d25cd0b,
14842,0.714199356,0.285800644,4fc07dd745c1498b0d31b705,
2795,0.714188812,0.285811188,4fc0549445c1498b0d2579f2,
15422,0.713968304,0.286031696,4fc0927445c1498b0d378fc3,
9115,0.713949569,0.286050431,4fc0938e45c1498b0d37e6a8,
5719,0.713900111,0.286099889,4fc04c6145c1498b0d2339e4,
9913,0.713898615,0.286101385,4fc093f645c1498b0d37fff0,
14700,0.713870104,0.286129896,4fc0882745c1498b0d348c35,
12587,0.713860373,0.286139627,4fc047bd45c1498b0d21e7c6,
17440,0.713853199,0.286146801,4fc047fc45c1498b0d220350,
7157,0.713803821,0.286196179,4fc052f345c1498b0d250817,
12490,0.713801655,0.286198345,4fc0585145c1498b0d268054,
10362,0.713630033,0.286369967,4fc049a445c1498b0d22777c,
16705,0.713629031,0.286370969,4fc0564145c1498b0d25f37f,
8394,0.713613069,0.286386931,4fc058c245c1498b0d269fab,
17941,0.713595548,0.286404452,4fc0698245c1498b0d2b79fc,
1160,0.713588987,0.286411013,4fc05c3845c1498b0d279f22,
11666,0.713539668,0.286460332,4fc047f545c1498b0d21f6df,
5114,0.713521283,0.286478717,4fc099ca45c1498b0d39c236,
17209,0.713511193,0.286488807,4fc056ee45c1498b0d261ffb,
11019,0.713489688,0.286510312,4fc0890345c1498b0d34c550,
534,0.713337248,0.286662752,4fc0736d45c1498b0d2e98e8,
7120,0.713328583,0.286671417,4fc0862545c1498b0d340993,
16950,0.713324251,0.286675749,4fc05bc845c1498b0d278108,
18426,0.713321995,0.286678005,4fc059ef45c1498b0d26f4a2,
13732,0.713298665,0.286701335,4fc0553d45c1498b0d25a5bf,
10990,0.713282513,0.286717487,4fc0934945c1498b0d37cf22,
1767,0.713254009,0.286745991,4fc059ec45c1498b0d26ef49,
8468,0.713208395,0.286791605,4fc0991e45c1498b0d3995e3,
901,0.713081992,0.286918008,4fc068ae45c1498b0d2b3045,
8996,0.713051154,0.286948846,4fc0837545c1498b0d334224,
11274,0.713015143,0.286984857,4fc07a3645c1498b0d309cd2,
5908,0.712986675,0.287013325,4fc0576245c1498b0d263bcb,
14019,0.712919079,0.287080921,4fc080ed45c1498b0d3297d1,
2036,0.712810056,0.287189944,4fc09a3f45c1498b0d39df6d,
5790,0.712665129,0.287334871,4fc06af145c1498b0d2bd623,
5073,0.712626648,0.287373352,4fc08a5645c1498b0d353543,
3197,0.712623778,0.287376222,4fc04b7245c1498b0d22f878,
13533,0.712598314,0.287401686,4fc04bad45c1498b0d22ff90,
10602,0.712594498,0.287405502,4fc055c445c1498b0d25cc84,
10867,0.712586417,0.287413583,4fc0837745c1498b0d3344e3,
13177,0.712570184,0.287429816,4fc082b345c1498b0d331720,
17953,0.712563428,0.287436572,4fc050d945c1498b0d247462,
14058,0.712560036,0.287439964,4fc0687945c1498b0d2b253c,
16722,0.712544211,0.287455789,4fc04bb445c1498b0d230ad0,
18997,0.712510552,0.287489448,4fc05ee645c1498b0d284d77,
1,0.712458608,0.287541392,4fc0903a45c1498b0d36ecc3,
